text-small,f-m-20,f-m-20 2,
"04 Agt 2025
					16:14:46",Transaksi Afiliasi antara PT Enseval Putera Megatrading Tbk dengan PT Tri Sapta Jaya [],KLBF,KLBF melaporkan transaksi afiliasi antara dua perusahaan di bawah kendali perseroan dengan objek transaksi berupa Peningkatan Modal senilai Rp114.000.000.000
"07 Agt 2025
					17:03:35",Laporan Bulanan Registrasi Pemegang Efek [],KLBF,"Laporan Bulanan Registrasi Pemegang Efek KLBF menunjukkan penurunan kepemilikan saham Scripless dan kenaikan saham treasury serta penurunan jumlah saham free float sebesar 0,07% dan kenaikan jumlah pemegang saham sebanyak 357 pemegang"
"28 Agt 2025
					18:58:02",Rencana Penyelenggaraan Public Expose - Tahunan [],KLBF,KLBF menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan pada bulan mendatang yang membahas presentasi perusahaan
"08 Agt 2025
					16:40:19",Laporan Bulanan Registrasi Pemegang Efek [],MAPA,Laporan Bulanan Registrasi Pemegang Efek MAPA menunjukkan kenaikan pemegang saham sebanyak 1.727 pemegang
"08 Agt 2025
					16:47:36",Laporan Bulanan Registrasi Pemegang Efek [],MAPI,Laporan Bulanan Registrasi Pemegang Efek MAPI menunjukkan kenaikan pemegang saham sebanyak 1.163 pemegang
"01 Agt 2025
					22:59:08",Informasi Tambahan Ringkas PUB Obligasi Berkelanjutan I Merdeka Battery Materials Tahap II dan Sukuk Mudharabah Berkelanjutan I Merdeka Battery Materials Tahap II [],MBMA,MBMA memberikan informasi tambahan mengenai penawaran umum berkelanjutan Obligasi Berkelanjutan I senilai Rp16.000.000.000.000 dan Sukuk Mudharabah Berkelanjutan I senilai Rp4.000.000.000.000
"01 Agt 2025
					23:33:30",Penyampaian Bukti Iklan Penyampaian Bukti Iklan Informasi Tambahan Ringkas PUB Obligasi Berkelanjutan I Merdeka Battery Materials Tahap II dan Sukuk Mudharabah Berkelanjutan I Merdeka Battery Materials Tahap II [],MBMA,MBMA menyampaikan bukti iklan penyampaian bukti iklan informasi tambahan mengenai penawaran umum berkelanjutan melalui media situs web perseroan dan situs web Bursa Efek Indonesia
"11 Agt 2025
					10:38:27",Laporan Bulanan Registrasi Pemegang Efek [],MBMA,"Laporan Bulanan Registrasi Pemegang Efek MBMA menunjukkan kenaikan saham scripless dimiliki oleh Afiliasi dari Pengendali kurang dari 5% dari 5.900.312.228 menjadi 8.498.728.746 dan penurunan jumlah saham free float sebesar 2,41% serta kenaikan jumlah pemegang saham sebanyak 1.393 pemegang"
"14 Agt 2025
					14:38:43",Tambahan Informasi dan/atau Perbaikan atas Informasi Tambahan Ringkas PUB Obligasi Berkelanjutan I Merdeka Battery Materials Tahap II dan Sukuk Mudharabah Berkelanjutan I Merdeka Battery Materials Tahap II [],MBMA,MBMA memberikan tambahan informasi / perbaikan atas informasi tambahan mengenai penawaran umum berkelanjutan yang telah diumumkan sebelumnya
"14 Agt 2025
					15:34:03",Penyampaian Bukti Iklan Penyampaian Bukti Iklan Tambahan Informasi dan/atau Perbaikan atas Informasi Tambahan Ringkas PUB Obligasi Berkelanjutan I Merdeka Battery Materials Tahap II dan Sukuk Mudharabah Berkelanjutan I Merdeka Battery Materials Tahap II [],MBMA,MBMA menyampaikan bukti iklan penyampaian bukti iklan informasi tambahan mengenai penawaran umum berkelanjutan melalui media situs web perseroan dan situs web Bursa Efek Indonesia
"20 Agt 2025
					23:34:14",Pengumuman Bursa Pencatatan Awal Obligasi dan Sukuk [],MBMA,"Bursa mencatatkan efek MBMA atas Obligasi Berkelanjutan I seri A, B dan C dan Sukuk Mudharabah Berkelanjutan I seri A, B dan C"
"06 Agt 2025
					18:58:28",Jatuh Tempo Obligasi / Sukuk Korporasi [],MDKA,Bursa mengumumkan jatuh tempo Obligasi Berkelanjutan IV MDKA bernilai Rp250.000.000.000
"07 Agt 2025
					17:31:52",Pembelian kembali atau pembayaran Efek Bersifat Utang dan/atau Sukuk [],MDKA,MDKA melaporkan pembelian kembali atau pembayaran efek bersifat utang / sukuk berupa pelunasan pokok serta pembayaran bunga keempat dari Obligasi Berkelanjutan IV senilai  Rp250.000.000.000
"07 Agt 2025
					17:32:21",Kesiapan Dana untuk Pelunasan Pokok serta Pembayaran Bunga Kedua Belas dari Obligasi Berkelanjutan III Merdeka Copper Gold Tahap III Tahap II Seri B [],MDKA,MDKA menyampaikan kesiapan dana untuk pelunasan pokok serta pembayaran bunga kedua belas dari Obligasi Berkelanjutan III
"11 Agt 2025
					18:56:50",Laporan Bulanan Registrasi Pemegang Efek [],MDKA,"Laporan Bulanan Registrasi Pemegang Efek MDKA menunjukkan kenaikan kepemilikan saham Scripless dan penurunan saham treasury sebesar 0,004% dan kenaikan jumlah saham freefloat sebesar 0,01% dan penurunan jumlah pemegang saham sebanyak 4.498 pemegang"
"29 Agt 2025
					19:07:10",Jatuh Tempo Obligasi / Sukuk Korporasi [],MDKA,Bursa mengumumkan jatuh tempo Obligasi Berkelanjutan III senilai Rp1.729.395 juta milik MDKA 
"04 Agt 2025
					20:21:43","Press Release_Lampaui Target, Emisi MedcoEnergi Turun Lebih dari 1,5 Juta Ton CO2e Lebih Awal []",MEDC,"MEDC merilis sebuah press release mengenai penurunan emisi lebih dari 1,5 juta ton CO2e lebih awal dari target"
"06 Agt 2025
					13:59:17",Laporan Bulanan Registrasi Pemegang Efek [],MEDC,"Laporan Bulanan Registrasi Pemegang Efek MEDC menunjukkan kenaikan minor kepemilikan saham seorang direksi sejumlah 200.000 saham, penurunan kepemilikan saham beberapa direksi sejumlah 15.000.000 dan 18.000.000 saham, kenaikan kepemilikan saham Scripless dan free float sebesar 0,13% dan kenaikan jumlah pemegang saham sebanyak 887 pemegang"
"07 Agt 2025
					09:54:52",Pemberitahuan Hasil RUPO PT Medco Energi Internasional Tbk [],MEDC,MEDC memberitahukan hasil RUPO yang membahas persetujuan penggantian Wali Amanat Obligasi Berkelanjutan IV Tahap I
"07 Agt 2025
					09:55:55",Pemberitahuan Hasil RUPO PT Medco Energi Internasional Tbk [],MEDC,MEDC memberitahukan hasil RUPO yang membahas persetujuan penggantian Wali Amanat Obligasi Berkelanjutan IV Tahap II
"07 Agt 2025
					09:56:47",Pemberitahuan Hasil RUPO PT Medco Energi Internasional Tbk [],MEDC,MEDC memberitahukan hasil RUPO yang membahas persetujuan penggantian Wali Amanat Obligasi Berkelanjutan IV Tahap III
"07 Agt 2025
					14:23:21",Penyampaian Bukti Iklan Bukti Iklan Hasil RUPO Obligasi Berkelanjutan IV Medco Energi Internasional Tahap I [],MEDC,MEDC menyampaikan bukti iklan hasil RUPO Obligasi Berkelanjutan IV Tahap I melalui media cetak Investor Daily
"07 Agt 2025
					14:28:05",Penyampaian Bukti Iklan Bukti Iklan Hasil RUPO Obligasi Berkelanjutan IV Medco Energi Internasional Tahap II [],MEDC,MEDC menyampaikan bukti iklan hasil RUPO Obligasi Berkelanjutan IV Tahap II melalui media cetak Investor Daily
"07 Agt 2025
					14:32:40",Penyampaian Bukti Iklan Bukti Iklan Hasil RUPO Obligasi Berkelanjutan IV Medco Energi Internasional Tahap III [],MEDC,MEDC menyampaikan bukti iklan hasil RUPO Obligasi Berkelanjutan IV Tahap III melalui media cetak Investor Daily
"21 Agt 2025
					14:33:44",Press Release MedcoEnergi Peroleh Perpanjangan Masa Produksi Lapangan Minyak Bualuang di Thailand [],MEDC,MEDC merilis sebuah press release mengenai perpanjangan masa produksi lapangan minyak Bualuang di Thailand
"26 Agt 2025
					15:17:14",Rencana Penyelenggaraan Public Expose - Tahunan [],MEDC,"MEDC menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan pada bulan mendatang yang membahas laporan kinerja semester sebelumnya, prospek dan strategi usaha, dan topik lainnya"
"28 Agt 2025
					14:44:49",Pemberitahuan Hasil RUPO PT Medco Energi Internasional Tbk [],MEDC,MEDC memberitahukan hasil RUPO yang membahas persetujuan penggantian Wali Amanat Obligasi Berkelanjutan IV Tahap I
"28 Agt 2025
					14:51:51",Pemberitahuan Hasil RUPO PT Medco Energi Internasional Tbk [],MEDC,MEDC memberitahukan hasil RUPO yang membahas persetujuan penggantian Wali Amanat Obligasi Berkelanjutan IV Tahap II
"28 Agt 2025
					14:59:58",Pemberitahuan Hasil RUPO PT Medco Energi Internasional Tbk [],MEDC,MEDC memberitahukan hasil RUPO yang membahas persetujuan penggantian Wali Amanat Obligasi Berkelanjutan IV Tahap III
"05 Agt 2025
					13:21:21",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],PGAS,PGAS melakukan pemanggilan RUPSLB yang membahas mengenai pengangkatan kembali / perubahan susunan direksi
"06 Agt 2025
					14:47:47",Laporan Bulanan Registrasi Pemegang Efek [],PGAS,Laporan Bulanan Registrasi Pemegang Efek PGAS menunjukkan kenaikan pemegang saham sebanyak 3.209 pemegang
"15 Agt 2025
					08:04:30",Informasi atau Fakta Material Lainnya [],PGAS,"PGAS menyampaikan informasi tambahan terkait kondisi penurunan penyaluran gas bulan ini oleh pemasok gas/KKKS hulu migas yang berdampak pada pengaliran gas untuk sementara waktu kepada sebagian pelanggan di wilayah Jawa Barat, dan sebagian Sumatera"
"17 Agt 2025
					17:25:42","Siaran Pers - Dukungan Penuh Pemerintah dalam Penguatan Pasokan, Operasional PGN Terjaga Andal []",PGAS,PGAS merilis sebuah siaran pers mengenai dukungan pemerintah dalam penguatan pasokan gas bagi pelanggan di Jawa Barat dan sebagian Sumatera
"20 Agt 2025
					21:47:28","Siaran Pers - Pasokan Gas PGN Terus Membaik, Industri Kembali Beroperasi []",PGAS,PGAS merilis sebuah siaran pers mengenai stabilisasi pasokan gas di Jawa Barat 
"25 Agt 2025
					10:36:21",Siaran Pers - PGN Pastikan Pelanggan Industri Terlayani Optimal 100% [],PGAS,PGAS merilis sebuah siaran pers mengenai pasokan gas yang telah stabil dan melanjutkan pelayanan optimal 
"26 Agt 2025
					20:20:00",Rencana Penyelenggaraan Public Expose - Tahunan [],PGAS,PGAS menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas Business Update Q2
"27 Agt 2025
					23:15:23",Siaran Pers RUPSLB Tetapkan Pengurus Baru Perseroan PGN Mantapkan Langkah Strategis di Ekosistem Gas Bumi Nasional [],PGAS,PGAS memberikan siaran pers RUPSLB tentang pengurus baru perseroan 
"28 Agt 2025
					19:36:57",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],PGAS,PGAS memberikan ringkasan risalah RUPSLB yang membahas persetujuan pengangkatan / perubahan anggota direksi dan komisaris
"29 Agt 2025
					17:19:39",Perubahan Pengurus [],PGAS,PGAS mengumumkan perubahan pengurus perseroan dari anggota direksi hingga komisaris
"29 Agt 2025
					19:12:14",Penyampaian Laporan Keuangan Interim Yang Ditelaah Secara Terbatas [],PGAS,"Laporan Keuangan Interim PGAS menunjukkan pendapatan sebesar Rp31,45 triliun, laba periode berjalan sebesar Rp3,47 triliun dan total aset sebesar Rp104,15 triliun."
"05 Agt 2025
					17:24:56",Laporan Bulanan Registrasi Pemegang Efek [],PGEO,Laporan Bulanan Registrasi Pemegang Efek PGEO menunjukkan penurunan pemegang saham sebanyak 2.073 pemegang
"05 Agt 2025
					18:16:41",Danantara Indonesia Perkuat Kolaborasi Geothermal Pertamina - PLN untuk Akselerasi Transisi dan Ketahanan Energi Nasional [],PGEO,BPI Danantara melalui PT Danantara Asset Management memfasilitasi kerjasama antara PT Pertamina melalui PGEO dan PT PLN 
"19 Agt 2025
					22:01:10","Keterbukaan lnformasi Sehubungan dengan Rencana Pelaksanaan Program Management and Employee Stock Option Program (MESOP) Tahap I (Exercise Keempat), Tahap II (Exercise Ketiga), dan Tahap III (Exercise Pertama) PT Pertamina Geothermal Energy Tbk  []",PGEO,"PGEO memberikan keterbukaan informasi mengenai rencana pelaksanaan program MESOP tahap I, II dan III"
"21 Agt 2025
					19:31:11",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],PGEO,PGEO memberikan ringkasan risalah RUPSLB yang membahas perubahan pengurus perseroan yang disetujui
"21 Agt 2025
					21:56:03",Perubahan Pengurus [],PGEO,PGEO melaporkan perubahan pengurus perseroan perubahan komisaris dan komisaris independen
"22 Agt 2025
					20:52:06",Penyampaian Bukti Iklan Hasil RUPS [],PGEO,"PGEO menyampaikan bukti iklan hasil RUPS melalui media situs web perseroan, IDX dan KSEI"
"26 Agt 2025
					16:44:42",Pencatatan Saham [],PGEO,"PGEO melakukan pencatatan saham ESOP/MSOP Tahap I, II dan III sejumlah 6,699,042 saham, 165,892,499 saham dan 62,136,610 saham"
"27 Agt 2025
					19:16:27",Pencatatan Saham [],PGEO,"PGEO melakukan pencatatan saham ESOP/MSOP Tahap I, II dan III sejumlah 1,389,211 saham, 1,621,408 saham dan 6,926,167 saham"
"28 Agt 2025
					19:08:47",Pencatatan Saham [],PGEO,"PGEO melakukan pencatatan saham ESOP/MSOP Tahap I, II dan III sejumlah  799,964 saham, 2,357,228 saham dan 7,416,377 saham"
"29 Agt 2025
					19:44:55",Pencatatan Saham [],PGEO,"PGEO melakukan pencatatan saham ESOP/MSOP Tahap I, II dan III sejumlah 2,057,465 saham, 4,650,643 saham dan 8,419,455 saham"
"05 Agt 2025
					16:07:45",Laporan Bulanan Registrasi Pemegang Efek [],PTBA,Laporan Bulanan Registrasi Pemegang Efek PTBA menunjukkan kenaikan pemegang saham sebanyak 6.207 pemegang
"27 Agt 2025
					08:27:07",Rencana Penyelenggaraan Public Expose - Tahunan [],PTBA,PTBA menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang yang membahas kinerja tahunan
"06 Agt 2025
					17:33:06",Penjelasan atas Volatilitas Transaksi [],SCMA,SCMA memberikan penjelasan bahwa pihak mereka tidak mengetahui penyebab volitilitas transaksi yang terjadi
"11 Agt 2025
					10:04:28",Laporan Bulanan Registrasi Pemegang Efek [],SCMA,"Laporan Bulanan Registrasi Pemegang Efek SCMA menunjukkan kenaikan kepemilikan saham oleh pengendali sebesar 0,82% dan penurunan jumlah pemegang saham sebanyak 742 pemegang"
"05 Agt 2025
					16:57:58",Laporan Bulanan Registrasi Pemegang Efek [],SMGR,"Laporan Bulanan Registrasi Pemegang Efek SMGR menunjukkan penurunan kepemilikan saham Scripless dan kenaikan saham treasury sebesar 0,025% dan kenaikan jumlah pemegang saham sebanyak 1.012 pemegang"
"14 Agt 2025
					16:25:37",Laporan Hasil Pemeringkatan Pemeringkatan Tahunan [],SMGR,SMGR melaporkan hasil pemeringkatan pemeringkatan tahunan yang dinilai stabil
"27 Agt 2025
					17:00:32",Rencana Penyelenggaraan Public Expose - Tahunan [],SMGR,SMGR menyampaikan rencana penyelenggaraan public expose tahunan di bulan mendatang yang membahas kinerja perseroan dan press conference
"07 Agt 2025
					16:13:11",Laporan Bulanan Registrasi Pemegang Efek [],SMRA,Laporan Bulanan Registrasi Pemegang Efek SMRA menunjukkan kenaikan pemegang saham sebanyak 2.302 pemegang
"04 Agt 2025
					16:52:46",Penjelasan atas Pemberitaan Media Massa [],TLKM,TLKM memberikan klarifikasi atas pemberitaan kasus korupsi yang terkait dengan MDI Ventures
"08 Agt 2025
					19:47:28",Laporan Bulanan Registrasi Pemegang Efek [],TLKM,"Laporan Bulanan Registrasi Pemegang Efek TLKM menunjukkan kenaikan kepemilikan saham Scrip dan Scripless sebesar 0,002% dan penurunan jumlah pemegang saham sebanyak 11.389 pemegang"
"12 Agt 2025
					16:03:35",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],TLKM,TLKM melakukan panggilan RUPSLB yang membahas perubahan pengurus perseroan
"20 Agt 2025
					16:47:00",Perubahan Corporate Secretary [],TLKM,TLKM melaporkan corporate secretary baru yang menggantikan corporate secretary sebelumnya
"27 Agt 2025
					19:37:06",Rencana Penyelenggaraan Public Expose - Tahunan [],TLKM,TLKM menyampaikan rencana penyelenggaraan public expose tahunan yang akan dilakukan dalam bulan mendatang 
"06 Agt 2025
					09:35:06",Laporan Bulanan Registrasi Pemegang Efek [],TOWR,Laporan Bulanan Registrasi Pemegang Efek TOWR menunjukkan jumlah saham tercatat yang meningkat dari 51.014.625.000 menjadi 59.098.103.731 dan kenaikan jumlah pemegang saham sebanyak 3.202 pemegang
"21 Agt 2025
					11:00:25",Rencana Penyelenggaraan Public Expose - Tahunan [],TOWR,TOWR menyampaikan rencana penyelenggaraan public expose tahunan di bulan mendatang yang membahas penyampaian kinerja tahun lalu hingga triwulan II tahun ini
"27 Agt 2025
					18:09:37",Penandatangan Addendum III (Perjanjian Kredit) atas Akta Perjanjian Kredit antara Protelindo dan Iforte sebagai Peminjam dan SUPR sebagai Penanggung dengan PT Bank Mandiri (Persero) Tbk [],TOWR,TOWR mengumumkan Penandatangan Addendum III (Perjanjian Kredit) atas Akta Perjanjian Kredit antara Protelindo dan Iforte sebagai peminjam dan SUPR sebagai penanggung dengan PT Bank Mandiri 
"07 Agt 2025
					20:56:35",Laporan Bulanan Registrasi Pemegang Efek [],UNTR,Laporan Bulanan Registrasi Pemegang Efek UNTR menunjukkan penurunan pemegang saham sebanyak 6.973 pemegang
"22 Agt 2025
					10:29:51",Rencana Penyelenggaraan Public Expose - Tahunan [],UNTR,UNTR menyampaikan rencana penyelenggaraan public expose tahunan di bulan mendatang yang membahas pemaparan kinerja dan konferensi pers
"29 Agt 2025
					20:49:33",Penyampaian Laporan Keuangan Interim [],UNTR,"Laporan Keuangan Interim UNTR menunjukkan pendapatan sebesar Rp68,53 triliun, laba periode berjalan sebesar Rp8,37 triliun dan total aset sebesar Rp174,65 triliun."
"07 Agt 2025
					13:26:18",Laporan Kepemilikan Saham [],UNVR,"UNVR melaporkan perubahan kepemilikan saham seorang pemegang yang diturunkan ke seorang ahli waris sebanyak 621,500 saham"
"11 Agt 2025
					12:00:30",Laporan Bulanan Registrasi Pemegang Efek [],UNVR,Laporan Bulanan Registrasi Pemegang Efek UNVR menunjukkan perubahan minor kepemilikan saham Scrip dan Scripless dan 
"13 Agt 2025
					17:00:15",Laporan Kepemilikan Saham [],UNVR,"UNVR melaporkan perubahan kepemilikan saham seorang pemegang yang diturunkan ke seorang ahli waris sebanyak 30,500 saham"
