text-small,f-m-20,f-m-20 2,
"09 Des 2025
					16:33:53",Laporan Bulanan Registrasi Pemegang Efek [],JPFA,"Laporan registrasi pemegang efek JPFA periode terakhir menunjukkan kenaikan jumlah pemegang saham sebanyak 7.456 (dari 21.982 menjadi 29.438) dengan free float 41,02%; pemegang saham pengendali tercatat 55,43%."
"09 Des 2025
					21:00:07",Laporan Bulanan Registrasi Pemegang Efek [],JSMR,"Laporan registrasi pemegang efek JSMR periode terakhir menunjukkan kenaikan jumlah pemegang saham sebanyak 2.485 (dari 21.260 menjadi 23.745) dengan free float 25,09%."
"10 Des 2025
					18:47:31",Penjelasan atas Pemberitaan Media Massa [],JSMR,"JSMR menyampaikan klarifikasi atas pemberitaan media terkait daftar emiten terdampak bencana di Sumatera, dan menyatakan tidak ada informasi atau kejadian material lain yang belum diungkapkan."
"18 Des 2025
					08:56:27",Perubahan anggota Direksi dan/atau anggota Dewan Komisaris [],JSMR,JSMR menyampaikan perubahan anggota Direksi dan/atau Dewan Komisaris dengan rincian sebagaimana terlampir.
"18 Des 2025
					17:29:02",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],JSMR,"JSMR menyelenggarakan RUPS Luar Biasa dengan kuorum kehadiran 86,87% dan menyetujui perubahan Anggaran Dasar, pendelegasian kewenangan persetujuan RKAP tahun buku terkait, serta perubahan susunan pengurus; susunan Direksi dan Dewan Komisaris ditetapkan dengan beberapa anggota baru."
"09 Des 2025
					20:57:49",Laporan Bulanan Registrasi Pemegang Efek [],KLBF,"Laporan registrasi pemegang efek KLBF periode terakhir menunjukkan kenaikan jumlah pemegang saham sebanyak 895 (dari 42.046 menjadi 42.941) dengan free float 38,4%; saham treasury tercatat 3,25%."
"12 Des 2025
					18:10:22",Rencana Pembelian Kembali Saham dalam Kondisi Pasar yang Berfluktuasi secara Signifikan [],KLBF,"KLBF menyampaikan rencana pembelian kembali saham dalam kondisi pasar yang berfluktuasi signifikan; rencana tersebut tidak berdampak material terhadap kegiatan operasional, hukum, kondisi keuangan, maupun kelangsungan usaha."
"15 Des 2025
					09:08:22",LAPORAN KEPEMILIKAN ATAU SETIAP PERUBAHAN KEPEMILIKAN SAHAM PERUSAHAAN TERBUKA [],KLBF,"KLBF melaporkan perubahan kepemilikan saham oleh anggota Dewan Komisaris melalui transaksi penjualan dan pembelian saham, dengan kepemilikan akhir meningkat dari 340.000 menjadi 360.000 saham (0,001%)."
"24 Des 2025
					15:35:33",Keterbukaan Informasi Transaksi Afiliasi [],KLBF,"KLBF menyampaikan keterbukaan informasi transaksi afiliasi berupa jual beli aset tetap berwujud antara pihak penjual dan pihak pembeli terafiliasi; transaksi tersebut tidak berdampak material terhadap kegiatan operasional, hukum, kondisi keuangan, maupun kelangsungan usaha."
"10 Des 2025
					13:37:18",Laporan Bulanan Registrasi Pemegang Efek [],MAPA,"Laporan registrasi pemegang efek MAPA periode terakhir menunjukkan penurunan jumlah pemegang saham sebanyak 1.026 (dari 10.542 menjadi 9.516) dengan free float 30,7%; pemegang saham pengendali tercatat 68,83%."
"10 Des 2025
					13:30:20",Laporan Bulanan Registrasi Pemegang Efek [],MAPI,Laporan Bulanan Registrasi Pemegang Efek MAPI periode terakhir menunjukkan kenaikan jumlah pemegang saham sebanyak 1.041 (dari 20.038 menjadi 21.079) dengan free float 49%; pemegang saham pengendali tercatat 51%.
"04 Des 2025
					12:51:36",Tambahan Informasi dan/atau Perbaikan atas Informasi Tambahan Ringkas PUB Obligasi Berkelanjutan I Merdeka Battery Materials Tahap III dan Sukuk Mudharabah Berkelanjutan I Merdeka Battery Materials Tahap III [],MBMA,MBMA menyampaikan tambahan informasi dan/atau perbaikan atas informasi tambahan ringkas PUB obligasi berkelanjutan dan sukuk mudharabah tahap terkait.
"08 Des 2025
					12:54:18",Penyampaian Bukti Iklan Penyampaian Bukti Iklan Penyampaian Bukti Iklan Tambahan Informasi dan/atau Perbaikan atas Informasi Tambahan Ringkas PUB Obligasi Berkelanjutan I Merdeka Battery Materials Tahap III dan Sukuk Mudharabah Berkelanjutan I Merdeka Battery Materials Tahap III [],MBMA,"MBMA menyampaikan bukti iklan tambahan informasi dan/atau perbaikan atas informasi tambahan ringkas PUB obligasi berkelanjutan dan sukuk mudharabah tahap terkait, yang dimuat di situs web MBMA dan bursa."
"09 Des 2025
					17:41:13",Pengumuman Bursa Pencatatan Awal Obligasi dan Sukuk [],MBMA,BEI mengumumkan pencatatan awal Obligasi Berkelanjutan I MBMA Tahap III untuk Seri A dan Seri B.
"10 Des 2025
					16:15:14",Laporan Bulanan Registrasi Pemegang Efek [],MBMA,"Laporan Bulanan Registrasi Pemegang Efek MBMA menunjukkan kenaikan jumlah pemegang saham sebanyak 4.356 (dari 44.187 menjadi 48.543) dengan free float 27,04%; pemegang saham pengendali tercatat 0%."
"15 Des 2025
					19:18:34",Transaksi Afiliasi Akad Mudharabah antara Perseroan dan MTI [],MBMA,MBMA menyampaikan laporan transaksi afiliasi berupa akad mudharabah dengan entitas terafiliasi.
"16 Des 2025
					20:04:17",Transaksi Afiliasi Perjanjian Pinjaman antara Perseroan dan SCM [],MBMA,MBMA menyampaikan laporan transaksi afiliasi berupa perjanjian pinjaman dengan entitas terafiliasi.
"17 Des 2025
					16:39:39",Penyampaian Laporan Keuangan Interim Auditan [],MBMA,"MBMA menyampaikan laporan keuangan interim auditan periode sembilan bulan terakhir dengan opini wajar tanpa modifikasian dan hal audit utama pengakuan pendapatan; pendapatan tercatat USD934.991.816, laba USD62.786.504, total aset USD3.599.536.036, liabilitas USD1.229.087.235, dan ekuitas USD2.370.448.801."
"17 Des 2025
					19:17:27",Transaksi Afiliasi Perjanjian Pinjaman antara Perseroan dan HNMI [],MBMA,MBMA menyampaikan laporan transaksi afiliasi berupa perjanjian pinjaman dengan entitas afiliasi.
"01 Des 2025
					17:35:23",Transaksi Afiliasi Perjanjian Utang Piutang yang dibuat oleh dan antara MDKA dengan EMAS [],MDKA,MDKA menyampaikan laporan transaksi afiliasi berupa perjanjian utang piutang dengan entitas afiliasi.
"10 Des 2025
					08:39:36",Laporan Bulanan Registrasi Pemegang Efek [],MDKA,"MDKA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham tercatat 24.472.983.771, free float 47,67%, dan jumlah pemegang saham 48.691. Laporan memuat komposisi pemegang saham di atas 5%, informasi treasury, dan penerima manfaat akhir."
"12 Des 2025
					19:39:20",Jatuh Tempo Obligasi / Sukuk Korporasi [],MDKA,"MDKA mengumumkan jatuh tempo obligasi/sukuk korporasi sehingga efek tersebut tidak tercatat dan tidak dapat diperdagangkan lagi mulai tanggal tertentu. Pengumuman mencantumkan kode seri, nilai seri, serta tanggal prospektus, penerbitan, dan jatuh tempo efek."
"13 Des 2025
					16:18:07",Pembelian kembali atau pembayaran Efek Bersifat Utang dan/atau Sukuk [],MDKA,"MDKA melaporkan informasi material terkait pembelian kembali atau pembayaran efek utang/sukuk, yaitu pelunasan pokok dan pembayaran bunga ke-12 obligasi. Dampak dan rincian lebih lanjut merujuk pada dokumen lampiran."
"17 Des 2025
					16:55:44",Penyampaian Laporan Keuangan Interim Auditan [],MDKA,"MDKA menyampaikan laporan keuangan interim auditan periode sembilan bulan dengan total aset USD 5.607.817.094, total liabilitas USD 2.609.826.519, dan total ekuitas USD 2.997.990.575; penjualan USD 1.287.062.622 dan laba USD 14.289.275. Laporan memuat rincian entitas anak, aset tetap, pendapatan, piutang, persediaan, utang obligasi/sukuk, dan utang bank."
"03 Des 2025
					19:18:43",Perjanjian Alokasi Biaya antara Perseroan dengan anak-anak perusahaan yang sahamnya dimiliki baik secara langsung maupun tidak langsung oleh Perseroan [],MEDC,"MEDC melaporkan perjanjian alokasi biaya dengan entitas anak terkait penggunaan bersama sistem ERP, tanpa dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha. Perjanjian ini terkait migrasi sistem ERP perusahaan."
"04 Des 2025
					09:46:56",Perjanjian Alokasi Biaya antara Perseroan dengan anak-anak perusahaan yang sahamnya dimiliki baik secara langsung maupun tidak langsung oleh Perseroan (KOREKSI) [],MEDC,"MEDC menyampaikan koreksi atas laporan perjanjian alokasi biaya dengan entitas anak terkait sistem ERP, dengan isi tetap menyatakan tidak ada dampak material terhadap perusahaan."
"08 Des 2025
					13:52:04",Laporan Bulanan Registrasi Pemegang Efek [],MEDC,"MEDC menyampaikan laporan bulanan registrasi pemegang efek dengan kepemilikan pengendali 51,5% dan non-pengendali 48,5%, free float 23,39%, serta jumlah pemegang saham 39.669. Laporan memuat komposisi saham, treasury, dan penerima manfaat akhir."
"08 Des 2025
					16:24:58",Perjanjian Penjaminan dan Penanggungan antara Perseroan dengan Petco Trading Labuan Company Ltd. [],MEDC,"MEDC melaporkan perjanjian penjaminan dan penanggungan dengan pihak ketiga terkait uang muka jual beli minyak mentah maksimum USD 80.000.000 untuk entitas anak, tanpa dampak material terhadap perusahaan."
"09 Des 2025
					14:39:47",Laporan Bulanan Registrasi Pemegang Efek (KOREKSI) [],MEDC,"MEDC menyampaikan koreksi atas laporan bulanan registrasi pemegang efek, dengan data kepemilikan pengendali 51,5%, non-pengendali 48,5%, free float 23,39%, dan jumlah pemegang saham 39.669."
"10 Des 2025
					20:22:41",Penjaminan Perusahaan dari PT Medco LNG Indonesia yang diberikan kepada PT Bank Mandiri (Persero) atas pinjaman yang diterima oleh PT Satria Raksa Buminusa [],MEDC,"MEDC melaporkan penjaminan perusahaan dari entitas anak kepada bank atas pinjaman yang diterima entitas anak lain senilai Rp1.282.500.000.000, tanpa dampak material terhadap perusahaan."
"11 Des 2025
					04:27:34",Penjelasan atas Permintaan Penjelasan Bursa [],MEDC,"MEDC merespons permintaan penjelasan bursa terkait bencana banjir dan tanah longsor di beberapa wilayah, dengan fasilitas operasi migas dan panas bumi yang tetap beroperasi normal. Tidak ada gangguan produksi material, kerugian material, atau dampak hukum/keuangan signifikan yang teridentifikasi."
"16 Des 2025
					16:13:27","Perjanjian Jual Beli antara PT Medco LNG Indonesia dengan Transasia Pipeline Company Pvt. Ltd. , anak-anak perusahaan yang seluruh sahamnya dimiliki secara langsung dan tidak langsung oleh Perseroan. []",MEDC,"MEDC melaporkan perjanjian jual beli antara entitas anak dan pihak ketiga atas 542.746 lembar saham yang mewakili 40% modal di suatu perusahaan patungan, dengan nilai USD 93.415.000. Tidak terdapat dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"23 Des 2025
					16:07:53","Perjanjian Konversi Pinjaman antar Perusahaan antara Perseroan dengan Medco Energi Global Pte. Ltd. (MEG), anak perusahaan yang seluruh sahamnya dimiliki secara tidak langsung oleh Perseroan  []",MEDC,"MEDC melaporkan perjanjian konversi pinjaman antar perusahaan dengan entitas anak, mengubah sebagian pinjaman dari GBP menjadi USD senilai USD 41.682.391,91. Tidak terdapat dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"24 Des 2025
					14:59:04","Perjanjian Penjaminan antara Perseroan dengan Australia And New Zealand Banking Group Limited (ANZ), terkait transaksi Perjanjian Fasilitas Yang Diubah dan Dinyatakan Kembali untuk kepentingan PT Medco E&P Tomori Sulawesi (MEPTS) dan PT Medco E&P Malaka (MEPM), anak-anak perusahaan yang seluruh sahamnya dimiliki secara langsung oleh Perseroan []",MEDC,"MEDC melaporkan perjanjian penjaminan dengan bank terkait fasilitas kredit untuk dua entitas anak dengan komitmen maksimum USD 100.000.000. Tidak terdapat dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"30 Des 2025
					12:59:57","Perjanjian Jual Beli antara PT Medco Energi Internasional Tbk (MEI) dengan PT Medco LNG Indonesia (MLI), anak perusahaan yang seluruh sahamnya dimiliki secara langsung oleh Perseroan. []",MEDC,"MEDC melaporkan perjanjian jual beli antara perusahaan dengan entitas anak yang seluruh sahamnya dimiliki secara langsung. Tidak terdapat dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"30 Des 2025
					15:41:19","Perjanjian Pinjam Meminjam antar Perusahaan (Perjanjian) antara Perseroan dengan PT Satria Raksa Buminusa (SRB), anak perusahaan yang seluruh sahamnya dimiliki secara tidak langsung oleh Perseroan.  []",MEDC,"MEDC melaporkan perjanjian pinjam meminjam antar perusahaan dengan entitas anak untuk fasilitas pinjaman maksimum Rp150.000.000.000. Tidak terdapat dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"02 Des 2025
					10:31:52",Perubahan Internal Audit [],PGAS,"PGAS mengumumkan perubahan internal audit dengan ketua unit baru dan lama memiliki nama yang sama, efektif pada tanggal tertentu. Tidak disebutkan dampak material lainnya."
"05 Des 2025
					13:54:45",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],PGAS,"PGAS menyampaikan pemanggilan RUPS Luar Biasa dengan agenda perubahan hak atas saham, persetujuan perubahan anggaran dasar, dan pelimpahan wewenang kepada Dewan Komisaris untuk menyetujui RKAP serta RJPP periode mendatang. RUPS dijadwalkan pada tanggal tertentu dengan recording date tertentu."
"05 Des 2025
					19:40:25",Penyampaian Bukti Iklan Panggilan RUPS [],PGAS,"PGAS menyampaikan bukti iklan panggilan RUPS Luar Biasa yang telah dimuat di media cetak, website perusahaan, website bursa, dan penyedia e-RUPS/KSEI. Tidak disebutkan dampak material lainnya."
"08 Des 2025
					18:29:03",Transaksi Afiliasi [],PGAS,PGAS melaporkan transaksi afiliasi berupa pengalihan data biaya pra-proyek pembangunan senilai Rp29.991.816.096. Transaksi dilakukan dengan pihak afiliasi dan tidak disebutkan adanya dampak material.
"09 Des 2025
					20:39:33",Laporan Bulanan Registrasi Pemegang Efek [],PGAS,"PGAS menyampaikan laporan bulanan registrasi pemegang efek dengan total saham tercatat 24.241.508.196, kepemilikan pengendali 56,964%, non-pengendali 43,036%, free float 43,03%, dan jumlah pemegang saham 77.513."
"18 Des 2025
					15:25:21","Siaran Pers_Wujudkan Diversifikasi Pasokan, PGN dan Dart Energy Kerjasama Pemanfaatan CBM dari WK GMB Tanjung Enim []",PGAS,"PGAS menyampaikan siaran pers mengenai kerja sama pemanfaatan CBM dari suatu wilayah kerja dengan mitra, sebagai upaya diversifikasi pasokan."
"30 Des 2025
					17:43:24",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],PGAS,"PGAS melaporkan hasil RUPS Luar Biasa dengan kuorum 85,6441%, menyetujui perubahan Anggaran Dasar dan pelimpahan wewenang kepada Dewan Komisaris untuk menyetujui RKAP serta RJPP periode tertentu."
"03 Des 2025
					09:53:14",Perubahan Komite Audit [],PGEO,"PGEO mengumumkan perubahan Komite Audit dengan pergantian salah satu anggota, efektif pada tanggal tertentu."
"03 Des 2025
					16:34:03",Kemitraan Teknologi antara Ecolab dan PT Pertamina Geothermal Energy Tbk (PGE) Menetapkan Tolok Ukur Baru untuk Kinerja Energi Bersih  [],PGEO,"PGEO menjalin kemitraan teknologi dengan mitra internasional untuk meluncurkan solusi optimasi produksi panas bumi, termasuk teknologi pengukuran aliran dua fase."
"04 Des 2025
					15:09:55","Empat Proyek PGE Masuk Blue Book Bappenas, Didukung Pembiayaan  Konsesional dengan nilai Indikatif USD 613 Juta untuk Dorong Pengembangan Panas Bumi 3 GW []",PGEO,"PGEO melaporkan empat proyek panas bumi masuk Blue Book dengan dukungan pembiayaan konsesional indikatif USD 613 juta dan total investasi lebih dari USD 1,09 miliar, diproyeksikan menambah 215 MW kapasitas."
"05 Des 2025
					10:17:05",Laporan Bulanan Registrasi Pemegang Efek [],PGEO,"PGEO menyampaikan laporan bulanan registrasi pemegang efek dengan total saham tercatat 41.815.763.396, kepemilikan pengendali 68,321%, non-pengendali 31,679%, free float 10,91%, dan jumlah pemegang saham 57.505."
"12 Des 2025
					15:50:50",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],PGEO,"PGEO mengumumkan rencana RUPS Luar Biasa yang akan diselenggarakan pada tanggal tertentu, dengan tanggal pencatatan pemegang saham yang berhak hadir pada tanggal tertentu."
"13 Des 2025
					10:59:25","Inisiasi Industrialisasi Panas Bumi, PGE Kaji Peluang Kembangkan Green Data Center Berbasis Panas Bumi Pertama di Indonesia []",PGEO,"PGEO menjajaki pengembangan green data center berbasis panas bumi melalui kolaborasi strategis, dengan proyeksi pertumbuhan konsumsi listrik industri hampir 26% didorong data center dan kapasitas data center nasional meningkat dari 520 MW menjadi 1,8 GW."
"15 Des 2025
					14:34:32",Penyampaian Bukti Iklan Pemberitahuan RUPS [],PGEO,"PGEO menyampaikan bukti iklan pemberitahuan RUPS Luar Biasa yang dimuat di website perusahaan, website bursa, dan platform e-RUPS."
"17 Des 2025
					15:35:44","Percepat Pengembangan PLTP Lahendong Unit 7 dan 8, PGE Rampungkan Dokumen Teknis ke PLN []",PGEO,"PGEO melaporkan percepatan pengembangan PLTP Lahendong Unit 7 dan 8 berkapasitas 2 x 20 MW plus unit binary 10 MW, dengan penyerahan dokumen teknis kepada perusahaan listrik negara. Kontribusi PGEO terhadap kebutuhan listrik wilayah berpotensi meningkat dari sekitar 30% menjadi 35%–40%."
"24 Des 2025
					13:39:27","Konsorsium PGE-PLN IP Sepakati Tarif dengan PLN untuk PLTP Ulubelu Bottoming Unit, Perkuat Transisi Energi Nasional []",PGEO,"PGEO bersama konsorsium mitra menyepakati tarif listrik dengan perusahaan listrik negara untuk PLTP Ulubelu Bottoming Unit berkapasitas 30 MW. Kerja sama ini membuka potensi tambahan kapasitas hingga 1.130 MW dengan estimasi investasi US$5,4 miliar."
"29 Des 2025
					18:31:51",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],PGEO,"PGEO mengumumkan pemanggilan RUPS luar biasa dengan agenda perubahan pengurus perseroan, disertai tanggal pencatatan pemegang saham tertentu."
"30 Des 2025
					15:20:20",Penyampaian Bukti Iklan Panggilan RUPS [],PGEO,"PGEO menyampaikan bukti iklan panggilan RUPS luar biasa yang dimuat di website perusahaan, bursa, dan platform tertentu."
"05 Des 2025
					20:47:41",Laporan Bulanan Registrasi Pemegang Efek [],PTBA,"PTBA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham tercatat 11.520.659.250, kepemilikan pengendali 65,93%, non-pengendali 34,07%, free float 32,76%, dan jumlah pemegang saham 148.149. Penerima manfaat akhir meliputi entitas negara dan perusahaan induk."
"12 Des 2025
					15:58:38",Perubahan Komite Nominasi dan Remunerasi Emiten atau Perusahaan Publik [],PTBA,"PTBA mengumumkan perubahan komite nominasi dan remunerasi untuk periode tertentu, dengan susunan ketua dan anggota yang berasal dari komisaris independen serta pihak eksternal."
"17 Des 2025
					16:22:36",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],PTBA,"PTBA melaporkan hasil RUPS luar biasa dengan kuorum 76,256%, menyetujui perubahan anggaran dasar dan pelimpahan wewenang kepada dewan komisaris untuk menyetujui RKAP serta RJPP periode tertentu."
"17 Des 2025
					17:31:43",Penyampaian Bukti Iklan Hasil RUPS [],PTBA,"PTBA menyampaikan bukti iklan hasil RUPS luar biasa yang dimuat di website perusahaan, bursa, dan lembaga penyimpanan."
"10 Des 2025
					17:24:04",Pengalihan atas Saham Hasil Pembelian Kembali Melalui Management and Employee Stock Option Program (MESOP) [],SCMA,SCMA melaporkan pengalihan saham hasil pembelian kembali melalui program opsi saham manajemen dan karyawan.
"16 Des 2025
					11:28:37",Laporan Bulanan Registrasi Pemegang Efek [],SCMA,"SCMA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham tercatat 73.970.569.505, kepemilikan pengendali 70,39%, non-pengendali 29,61%, free float 14,93%, dan jumlah pemegang saham 33.392. Koreksi ini memperbarui data komposisi pemegang saham dan free float."
"19 Des 2025
					19:35:54",Laporan Kepemilikan Saham atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],SCMA,SCMA melaporkan kepemilikan saham atau perubahan kepemilikan saham perusahaan yang dilakukan oleh beberapa anggota direksi yang membeli sekitar 35.000.000 saham 
"19 Des 2025
					19:36:32",Hasil Pelaksanaan Pengalihan Atas Saham Hasil Pembelian Kembali Melalui Management and Employee Stock Option Program (MESOP) [],SCMA,"SCMA melaporkan hasil pelaksanaan pengalihan saham hasil pembelian kembali melalui program opsi saham manajemen dan karyawan (MESOP). Tidak ada dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"01 Des 2025
					16:30:07",Penyampaian Bukti Iklan Panggilan RUPS [],SMGR,"SMGR menyampaikan bukti iklan panggilan RUPS luar biasa yang dimuat di website perusahaan, bursa, dan KSEI."
"01 Des 2025
					18:08:27",Penjelasan atas Volatilitas Transaksi [],SMGR,"SMGR menjelaskan tidak mengetahui adanya informasi material, aktivitas pemegang saham tertentu, atau rencana korporasi terkait volatilitas transaksi saham."
"04 Des 2025
					17:41:06",Laporan Bulanan Registrasi Pemegang Efek [],SMGR,"SMGR melaporkan registrasi pemegang efek bulanan dengan total saham 6.751.540.089, free float 48,53%, dan jumlah pemegang saham 40.407."
"23 Des 2025
					23:26:45",Transaksi Afiliasi [],SMGR,SMGR melaporkan transaksi afiliasi berupa pemberian pinjaman pemegang saham senilai Rp2.000.000.000 kepada pihak terafiliasi.
"23 Des 2025
					23:52:48",Transaksi Afiliasi (KOREKSI) [],SMGR,SMGR mengoreksi laporan transaksi afiliasi terkait pemberian pinjaman pemegang saham senilai Rp2.000.000.000 kepada pihak terafiliasi.
"24 Des 2025
					14:37:17",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],SMGR,"SMGR melaporkan hasil RUPS luar biasa dengan kuorum 80,6903%, menyetujui perubahan anggaran dasar dan pelimpahan wewenang untuk menyetujui RKAP periode tertentu."
"26 Des 2025
					13:05:47",Penyampaian Bukti Iklan Hasil RUPS [],SMGR,SMGR menyampaikan bukti iklan hasil RUPS luar biasa yang dimuat di website perusahaan.
"08 Des 2025
					13:36:43",Laporan Bulanan Registrasi Pemegang Efek [],SMRA,"SMRA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 16.508.568.358, free float 47,51%, dan jumlah pemegang saham 37.806."
"01 Des 2025
					17:40:53",Transaksi Material Tanpa Persetujuan RUPS [],TLKM,"TLKM melaporkan transaksi material tanpa persetujuan RUPS terkait perubahan dan/atau tambahan keterbukaan informasi atas pemisahan sebagian bisnis dan aset wholesale fiber connectivity, dengan nilai Rp35.787.258.000.000 atau 22,02% dari ekuitas."
"02 Des 2025
					19:47:41",Perubahan Komite Audit [],TLKM,TLKM mengumumkan perubahan komite audit dengan pergantian salah satu anggota.
"03 Des 2025
					16:47:35",Saham Hilang [],TLKM,Bursa mengumumkan saham hilang TLKM pada papan pencatatan utama.
"05 Des 2025
					15:25:52",Saham Hilang [],TLKM,Bursa mengumumkan saham hilang TLKM beserta dokumen pengganti.
"10 Des 2025
					18:07:20",Laporan Bulanan Registrasi Pemegang Efek [],TLKM,"TLKM menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 99.062.216.600, free float 47,21%, dan jumlah pemegang saham 159.939."
"10 Des 2025
					23:46:33",Transaksi Material Tanpa Persetujuan RUPS [],TLKM,"TLKM melaporkan transaksi material tanpa persetujuan RUPS terkait perubahan dan/atau tambahan keterbukaan informasi atas pemisahan sebagian bisnis dan aset wholesale fiber connectivity, dengan nilai Rp35.787.258.000.000 atau 22,02% dari ekuitas."
"11 Des 2025
					17:31:15",Transaksi Material Tanpa Persetujuan RUPS [],TLKM,"TLKM melaporkan transaksi material tanpa persetujuan RUPS terkait perubahan dan/atau tambahan atas pemisahan sebagian bisnis dan aset wholesale fiber connectivity, dengan nilai Rp35.787.258.000.000 atau 22,02% dari ekuitas."
"11 Des 2025
					18:46:24",Penyampaian Bukti Iklan PENYAMPAIAN BUKTI IKLAN PERUBAHAN DAN/ATAU TAMBAHAN KETERBUKAAN INFORMASI KEPADA MASY ARAKAT TERKAIT PEMISAHAN SEBAGIAN BISNIS & ASET WHOLESALE FIBER CONNECTIVITY PERUSAHAAN PERSEROAN (PERSERO) PT TELEKOMUNIKASI INDONESIA Tbk  [],TLKM,TLKM menyampaikan bukti iklan perubahan dan/atau tambahan keterbukaan informasi terkait pemisahan sebagian bisnis dan aset wholesale fiber connectivity. Iklan dimuat di website perusahaan dan bursa.
"15 Des 2025
					16:01:21",Keterbukaan Informasi Pembelian Kembali Saham dalam Rangka Pemenuhan Ketentuan sehubungan dengan Pemisahan sebagian Bisnis dan Aset Wholesale Fiber Connectivity PT Telkom Indonesia (Persero) Tbk  kepada PT Telkom Infrastruktur Indonesia  [],TLKM,TLKM melaporkan rencana pembelian kembali saham sehubungan dengan pemisahan sebagian bisnis dan aset wholesale fiber connectivity kepada entitas anak. TLKM meyakini buyback tidak memberikan dampak negatif material terhadap kegiatan usaha.
"16 Des 2025
					22:07:06",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],TLKM,"TLKM melaporkan hasil RUPS luar biasa dengan menyetujui pemisahan sebagian bisnis dan aset wholesale fiber connectivity, perubahan anggaran dasar, pelimpahan wewenang RKAP, penugasan khusus PDNS, dan perubahan pengurus."
"17 Des 2025
					20:38:44",Laporan Hasil Pelaksanaan Pembelian Kembali Saham dalam Rangka Pemenuhan Ketentuan Pasal 62 Undang-undang Perseroan Terbatas No.40 Tahun 2007 (UUPT) [],TLKM,TLKM melaporkan tidak ada pemegang saham yang mengajukan pernyataan kehendak untuk menjual saham dalam rangka pembelian kembali terkait pemisahan usaha. 
"18 Des 2025
					18:08:00",Penandatangan Akta Pemisahan Sebagian Bisnis dan Aset Wholesale Fiber Connectivity oleh PT Telkom Indonesia (Persero) Tbk ke dalam PT Telkom Infrastruktur Indonesia (TIF) yang merupakan Tahap-1 dari rencana Pengalihan Seluruh Bisnis dan Aset Wholesale Fiber Connectivity kepada PT Telkom Infrastruktur Indonesia (TIF) [],TLKM,"TLKM menandatangani akta pemisahan sebagian bisnis dan aset wholesale fiber connectivity kepada entitas anak, meningkatkan kepemilikan efektif menjadi 99,9999997%. Peningkatan modal tersebut diperkirakan efektif pada tanggal tertentu setelah proses persetujuan."
"23 Des 2025
					17:07:04",Perubahan Komite Audit [],TLKM,TLKM mengumumkan perubahan komite audit dengan penggantian salah satu anggota
"01 Des 2025
					11:46:52",Pembagian dividen interim [],TOWR,"TOWR melaporkan rencana pembagian dividen interim sebesar Rp6,87 per saham dengan total hingga Rp400.000.000.000. "
"01 Des 2025
					13:14:06",Jadwal Dividen Tunai Interim [],TOWR,"TOWR menyampaikan jadwal dividen tunai interim dengan dividen per saham Rp6,87 dan total hingga Rp400.000.000.00"
"03 Des 2025
					16:25:10",Laporan Bulanan Registrasi Pemegang Efek [],TOWR,"TOWR melaporkan registrasi pemegang efek bulanan dengan total saham 59.098.103.731, free float 32,82%, dan jumlah pemegang saham 34.853."
"18 Des 2025
					18:25:58",Transaksi Material Tanpa Persetujuan RUPS [],TOWR,TOWR menyampaikan laporan transaksi material tanpa persetujuan RUPS terkait perjanjian perubahan fasilitas pinjaman bank senilai Rp11.100.000.000.000 atau 58% ekuitas.
"19 Des 2025
					21:59:54","Penandatangan Perjanjian Perubahan atas Perjanjian Fasilitas antara Protelindo, Iforte, SUPR, dan IBST dengan MUFG Bank Ltd., Cabang Jakarta []",TOWR,TOWR melaporkan penandatanganan perjanjian perubahan fasilitas pinjaman dengan bank senilai Rp2.500.000.000.000 yang diperpanjang hingga tanggal tertentu. 
"03 Des 2025
					07:57:20",Pendirian Usaha Baru [],UNTR,UNTR melaporkan pendirian entitas usaha baru yang bergerak di bidang kegiatan industri pembuatan logam dasar
