text-small,f-m-20,f-m-20 2,
"24 Sep 2025
					20:15:01","lnformasi Tambahan dan/atau Perbaikan atas Informasi Tambahan Ringkas dalam rangka Penawaran Umum Berkelanjutan Obligasi Berkelanjutan V Indah Kiat Pulp & Paper Tahap V Tahun 2025, Sukuk Mudharabah Berkelanjutan IV Indah Kiat Pulp & Paper Tahap V Tahun 2025 dan Obligasi USD Berkelanjutan II Indah Kiat Pulp & Paper Tahap IV Tahun 2025 []",INKP,"INKP menyampaikan informasi tambahan dan/atau perbaikan atas informasi tambahan ringkas terkait rencana penawaran umum berkelanjutan obligasi, sukuk mudharabah, dan obligasi USD."
"03 Sep 2025
					17:48:54",Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [],ISAT,ISAT menyampaikan pemanggilan RUPS luar biasa dengan agenda persetujuan pengangkatan kembali/perubahan susunan dewan komisaris.
"10 Sep 2025
					17:39:34",Laporan Bulanan Registrasi Pemegang Efek [],ISAT,"ISAT menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 32.250.810.957, free float 16,34%, jumlah pemegang saham 16.434."
"04 Sep 2025
					14:59:07",Penyampaian Materi Public Expose - Tahunan [],ITMG,ITMG menyampaikan materi public expose tahunan sebagai lampiran.
"10 Sep 2025
					17:37:21",Laporan Bulanan Registrasi Pemegang Efek [],ITMG,"ITMG menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 1.129.925.000, free float 34,74%, jumlah pemegang saham 58.648."
"12 Sep 2025
					09:58:26",Laporan Hasil Public Expose - Tahunan [],ITMG,ITMG menyampaikan hasil public expose tahunan yang dihadiri 357 peserta di luar manajemen dan karyawan.
"18 Sep 2025
					14:36:37",Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [],ITMG,"ITMG mengumumkan rencana RUPS luar biasa yang akan diselenggarakan pada tanggal tertentu secara elektronik, dengan tanggal pencatatan pemegang saham tertentu."
"18 Sep 2025
					14:38:26",Keterbukaan Informasi sehubungan dengan rencana pembelian kembali saham yang dikeluarkan oleh Perseroan (Buyback) dan tercatat di PT Bursa Efek Indonesia  sesuai Peraturan Otoritas Jasa Keuangan Nomor 29 Tahun 2023 tanggal 29 Desember 2023  [],ITMG,"ITMG menyampaikan rencana pembelian kembali saham sesuai ketentuan regulator, dan menyatakan tidak ada dampak material negatif pada operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"08 Sep 2025
					16:28:07",Laporan Hasil Public Expose - Tahunan [],JPFA,JPFA menyampaikan hasil public expose tahunan yang dihadiri 84 peserta di luar manajemen dan karyawan. 
"08 Sep 2025
					16:41:37",Laporan Bulanan Registrasi Pemegang Efek [],JPFA,"JPFA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 11.726.575.201, free float 41,03%, jumlah pemegang saham 32.044."
"07 Sep 2025
					08:11:26",Laporan Bulanan Registrasi Pemegang Efek [],JSMR,"JSMR menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 7.257.871.201, free float 25,03%, jumlah pemegang saham 24.338."
"08 Sep 2025
					00:21:15",Pengumuman Bursa Pencatatan Awal Obligasi dan Sukuk [],JSMR,"Bursa mengumumkan pencatatan awal obligasi berkelanjutan JSMR dengan tiga seri, total nilai emisi Rp1.000.000 juta, tingkat bunga 6,40%–7,15%, dan rating idAA."
"08 Sep 2025
					00:30:23",Jatuh Tempo Obligasi / Sukuk Korporasi [],JSMR,Bursa mengumumkan jatuh tempo obligasi JSMR seri tertentu sehingga efek tidak tercatat dan tidak dapat diperdagangkan lagi mulai tanggal tertentu.
"08 Sep 2025
					16:10:47",Penyampaian Materi Public Expose - Tahunan [],JSMR,JSMR menyampaikan materi public expose tahunan sebagai lampiran.
"10 Sep 2025
					16:18:32",Rencana Penyelenggaraan Public Expose - Tahunan (KOREKSI) [],JSMR,"JSMR mengoreksi rencana public expose tahunan, menetapkan tanggal, tempat, waktu, dan agenda."
"10 Sep 2025
					16:33:10",Penyampaian Materi Public Expose - Tahunan (KOREKSI) [],JSMR,"JSMR mengoreksi penyampaian materi public expose tahunan, merujuk pada rencana yang telah disampaikan."
"17 Sep 2025
					15:10:10",Laporan Hasil Public Expose - Tahunan [],JSMR,JSMR menyampaikan hasil public expose tahunan yang dihadiri 79 peserta di luar manajemen dan karyawan.
"29 Sep 2025
					13:17:30",Penjelasan atas Pemberitaan Media Massa [],JSMR,JSMR menjelaskan tidak ada informasi/kejadian penting material terkait pemberitaan media tentang kemacetan.
"02 Sep 2025
					15:30:58",Rencana Pembelian Kembali Saham dalam Kondisi Pasar yang Berfluktuasi secara Signifikan [],KLBF,"KLBF menyampaikan rencana pembelian kembali saham dalam kondisi pasar yang berfluktuasi, dan menyatakan tidak ada dampak material terhadap operasional, hukum, kondisi keuangan, atau kelangsungan usaha."
"04 Sep 2025
					18:03:27",Laporan Bulanan Registrasi Pemegang Efek [],KLBF,"KLBF menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 46.813.391.540, free float 38,49%, jumlah pemegang saham 35.868."
"09 Sep 2025
					20:50:22",Penyampaian Materi Public Expose - Tahunan [],KLBF,KLBF menyampaikan materi public expose tahunan sebagai lampiran.
"11 Sep 2025
					17:44:17",Laporan Kepemilikan atau Setiap Perubahan Kepemilikan Saham Perusahaan Terbuka [],KLBF,KLBF melaporkan keterbukaan informasi pemegang saham tertentu oleh seorang komisaris melalui pembelian 900.000 saham pada harga 1.150.
"17 Sep 2025
					15:20:43",Laporan Hasil Public Expose - Tahunan [],KLBF,KLBF menyampaikan hasil public expose tahunan yang dihadiri 112 peserta di luar manajemen dan karyawan.
"10 Sep 2025
					11:10:11",Laporan Bulanan Registrasi Pemegang Efek [],MAPA,"MAPA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 28.504.000.000, free float 30,7%, jumlah pemegang saham 11.449."
"10 Sep 2025
					11:26:34",Laporan Bulanan Registrasi Pemegang Efek [],MAPI,"MAPI menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 16.600.000.000, free float 49%, jumlah pemegang saham 18.379."
"01 Sep 2025
					21:14:30",Transaksi Afiliasi Akad Mudharabah antara Perseroan dan MTI [],MBMA,MBMA melaporkan transaksi afiliasi berupa akad mudharabah dengan entitas terafiliasi.
"09 Sep 2025
					10:52:37",Laporan Bulanan Registrasi Pemegang Efek [],MBMA,"MBMA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 107.995.419.900, free float 27,04%, jumlah pemegang saham 47.914."
"24 Sep 2025
					16:47:59",Kesiapan Dana untuk Pelunasan Pokok serta Pembayaran Bunga Keempat dari Obligasi II Merdeka Battery Materials Tahun 2024 Seri A [],MBMA,MBMA menyatakan telah menyiapkan dana untuk pelunasan pokok dan pembayaran bunga keempat obligasi seri tertentu.
"25 Sep 2025
					20:02:12",Penyampaian Laporan Keuangan Interim Auditan [],MBMA,"MBMA menyampaikan laporan keuangan interim auditan periode enam bulan dengan total aset USD 3.481.062.951, liabilitas USD 1.159.956.711, ekuitas USD 2.321.106.240, pendapatan USD 627.703.401, dan laba USD 28.511.472. Tidak disebutkan dampak material."
"01 Sep 2025
					21:14:41",Pembelian kembali atau pembayaran Efek Bersifat Utang dan/atau Sukuk [],MDKA,MDKA melaporkan pelunasan pokok dan pembayaran bunga ke-12 obligasi seri tertentu.
"10 Sep 2025
					14:42:07",Laporan Bulanan Registrasi Pemegang Efek [],MDKA,"MDKA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 24.472.983.771, free float 47,45%, jumlah pemegang saham 42.298."
"25 Sep 2025
					20:14:20",Penyampaian Laporan Keuangan Interim Auditan [],MDKA,"MDKA menyampaikan laporan keuangan interim auditan 6 bulan dengan total aset 5.283.409.928, liabilitas 2.414.205.224, ekuitas 2.869.204.704, pendapatan 854.597.797, dan laba 8.297.307."
"01 Sep 2025
					12:10:19",Penyampaian Materi Public Expose - Tahunan [],MEDC,MEDC menyampaikan materi public expose tahunan.
"04 Sep 2025
					14:17:49",Keterbukaan Informasi Pembelian Kembali Saham Tahap II situasi berflutuaksi  [],MEDC,MEDC menyampaikan keterbukaan informasi pembelian kembali saham tahap II dalam kondisi pasar berfluktuasi.
"08 Sep 2025
					10:49:28",Laporan Bulanan Registrasi Pemegang Efek [],MEDC,"MEDC menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 25.136.231.252, free float 23,52%, jumlah pemegang saham 37.521"
"08 Sep 2025
					16:08:55","Press Release dengan judul Pasang 1.500 Panel Surya di Blok Corridor, MedcoEnergi Kurangi Emisi hingga 934 Ton CO2e Per Tahun []",MEDC,MEDC menyampaikan siaran pers pemasangan 1.500 panel surya di suatu blok operasi yang mengurangi emisi hingga 934 ton CO2e per tahun.
"12 Sep 2025
					16:53:40",Laporan Hasil Public Expose - Tahunan [],MEDC,MEDC menyampaikan hasil public expose tahunan yang dihadiri 147 peserta di luar manajemen dan karyawan.
"16 Sep 2025
					18:09:43",Press Release MedcoEnergi Perkuat Portofolio Inti di Sumatra [],MEDC,MEDC menyampaikan siaran pers penguatan portofolio inti di suatu wilayah.
"29 Sep 2025
					18:23:12",Revisi Keterbukaan Informasi ini dibuat terhadap Keterbukaan Informasi tanggal 4 September 2025 dan diterbitkan pada tanggal 29 September 2025 [],MEDC,MEDC merevisi keterbukaan informasi dengan membatalkan program buyback yang sebelumnya disetujui pemegang saham dan melanjutkan program buyback tahap II.
"03 Sep 2025
					17:49:23",Perubahan Komite Audit [],PGAS,"PGAS mengumumkan perubahan komite audit dengan pergantian ketua dan anggota, efektif pada tanggal tertentu."
"04 Sep 2025
					19:25:30",Penyampaian Materi Public Expose - Tahunan [],PGAS,PGAS menyampaikan materi public expose tahunan sebagai lampiran.
"08 Sep 2025
					16:51:34",Penyampaian Materi Public Expose - Tahunan (KOREKSI) [],PGAS,"PGAS mengoreksi penyampaian materi public expose tahunan, merujuk pada rencana yang telah disampaikan sebelumnya."
"10 Sep 2025
					18:17:52",Laporan Bulanan Registrasi Pemegang Efek [],PGAS,"PGAS menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 24.241.508.196, free float 43,03%, jumlah pemegang saham 84.093."
"15 Sep 2025
					11:53:20",Laporan Hasil Public Expose - Tahunan [],PGAS,PGAS menyampaikan hasil public expose tahunan yang dihadiri 154 peserta di luar manajemen dan karyawan.
"15 Sep 2025
					21:37:06",Perubahan Komite Audit [],PGAS,"PGAS mengumumkan perubahan komite audit dengan pergantian salah satu anggota, efektif pada tanggal tertentu."
"01 Sep 2025
					15:37:20",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap I–III masing-masing 876.824, 1.391.458, dan 1.127.952 saham, sehingga total saham tercatat menjadi 41.781.786.452."
"02 Sep 2025
					17:46:24",Pencatatan Saham [],PGEO,"PGEO mencatat lanjutan saham ESOP/MSOP tahap II dan III masing-masing 259.900 dan 933.165 saham, sehingga total saham tercatat menjadi 41.782.979.517."
"04 Sep 2025
					23:40:02",Laporan Bulanan Registrasi Pemegang Efek [],PGEO,"PGEO menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 41.778.390.218, free float 10,83%, jumlah pemegang saham 51.722."
"08 Sep 2025
					00:43:14",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap I–III masing-masing 394.495, 3.138.032, dan 1.047.430 saham, sehingga total saham tercatat menjadi 41.787.559.474."
"08 Sep 2025
					00:45:00",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap I–III masing-masing 337.867, 925.172, dan 963.960 saham, sehingga total saham tercatat menjadi 41.789.786.473 dan sisa ESOP/MSOP 37.108.484."
"08 Sep 2025
					20:26:29",Pencatatan Saham [],PGEO,"Biro administrasi efek melaporkan penerbitan saham baru PGEO hasil pelaksanaan MESOP tahap I–III sejumlah 75.651, 2.374.518, dan 309.464 saham, sehingga total saham ditempatkan dan disetor penuh meningkat dari 41.789.786.473 menjadi 41.792.546.106."
"09 Sep 2025
					17:25:03",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap I–III masing-masing 154.000, 662.338, dan 1.067.786 saham, sehingga total saham tercatat menjadi 41.794.430.230 dan sisa ESOP/MSOP 35.731.234."
"10 Sep 2025
					08:46:59",Pertamina Resmikan Groundbreaking Pilot Plant Green Hydrogen di Ulubelu [],PGEO,"PGEO memulai pembangunan pilot plant green hydrogen di suatu lokasi melalui entitas induk, fasilitas pertama yang mengintegrasikan teknologi elektroliser AEM dengan panas bumi, ditargetkan beroperasi pada tahun tertentu dengan investasi sekitar USD 3 juta."
"10 Sep 2025
					20:44:33",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap I–III masing-masing 426.433, 444.196, dan 657.986 saham, sehingga total saham tercatat menjadi 41.795.958.845 dan sisa ESOP/MSOP 35.073.248."
"13 Sep 2025
					22:37:18",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap I–III masing-masing 85.000, 402.000, dan 80.699 saham, sehingga total saham tercatat menjadi 41.797.316.158 dan sisa ESOP/MSOP 34.746.012."
"13 Sep 2025
					22:42:46",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap I–III masing-masing 78, 542.999, dan 246.537 saham, sehingga total saham tercatat menjadi 41.796.748.459 dan sisa ESOP/MSOP 34.826.711."
"15 Sep 2025
					18:17:37",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap I–III masing-masing 46.300, 22.000, dan 311.476 saham, sehingga total saham tercatat menjadi 41.797.695.934 dan sisa ESOP/MSOP 34.434.536."
"17 Sep 2025
					15:34:42",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap II dan III masing-masing 65.000 dan 249.000 saham, sehingga total saham tercatat menjadi 41.799.543.658 dan sisa ESOP/MSOP 33.720.283."
"17 Sep 2025
					15:41:19",Pencatatan Saham [],PGEO,"Bursa mengumumkan pencatatan saham ESOP/MSOP PGEO tahap II dan III masing-masing 1.068.471 dan 465.253 saham, sehingga total saham tercatat menjadi 41.799.229.658 dan sisa ESOP/MSOP 33.969.283."
"18 Sep 2025
					18:33:50",Pencatatan Saham [],PGEO,"Biro administrasi efek melaporkan penerbitan saham baru PGEO hasil pelaksanaan MESOP tahap I–III sejumlah 145.000, 213.000, dan 308.314 saham, sehingga total saham ditempatkan dan disetor penuh meningkat dari 41.799.543.658 menjadi 41.800.209.972."
"18 Sep 2025
					22:16:36","Hadir di IIGCE 2025, PGE Tegaskan Siap Bangun Ekosistem Panas Bumi di Indonesia []",PGEO,"PGEO menegaskan komitmen membangun ekosistem panas bumi dan menyampaikan target kapasitas, proyek green hydrogen, serta kerja sama strategis dalam ajang industri."
"19 Sep 2025
					10:10:20",Perubahan Komite Audit [],PGEO,"PGEO mengumumkan perubahan komite audit dengan pergantian ketua dan anggota, efektif pada tanggal tertentu."
"19 Sep 2025
					18:32:42",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap II dan III masing-masing 224.266 dan 429.091 saham, sehingga total saham tercatat menjadi 41.800.863.329 dan sisa ESOP/MSOP 32.982.878."
"23 Sep 2025
					14:50:06","Dorong Indonesia Jadi Pemimpin Panas Bumi Dunia, PGE Usung Beyond Electricity di IIGCE 2025 []",PGEO,"PGEO menyampaikan partisipasinya dalam ajang industri panas bumi dengan memamerkan inovasi, proyek green hydrogen, dan kerja sama strategis dengan beberapa pihak."
"24 Sep 2025
					06:28:20",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap I–III masing-masing 518.809, 200.000, dan 491.399 saham, sehingga total saham tercatat menjadi 41.802.073.537 dan sisa ESOP/MSOP 32.491.479."
"24 Sep 2025
					18:59:20",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap II dan III masing-masing 13.568 dan 947.683 saham, sehingga total saham tercatat menjadi 41.803.034.788 dan sisa ESOP/MSOP 31.543.796."
"26 Sep 2025
					17:43:12",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap I–III masing-masing 429.354, 993.314, dan 119.332 saham, sehingga total saham tercatat menjadi 41.804.576.788 dan sisa ESOP/MSOP 31.424.464."
"26 Sep 2025
					17:48:44",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap I–III masing-masing 139.161, 438.500, dan 654.872 saham, sehingga total saham tercatat menjadi 41.805.809.321 dan sisa ESOP/MSOP 30.769.592."
"26 Sep 2025
					17:50:15",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap I–III masing-masing 139.161, 438.500, dan 654.872 saham, sehingga total saham tercatat menjadi 41.805.809.321 dan sisa ESOP/MSOP 30.769.592."
"29 Sep 2025
					19:34:05",Pencatatan Saham [],PGEO,"PGEO mencatat saham ESOP/MSOP tahap I–III masing-masing 37.800, 300.000, dan 378.476 saham, sehingga total saham tercatat menjadi 41.806.525.597 dan sisa ESOP/MSOP 30.391.116."
"01 Sep 2025
					15:00:17",Perubahan Corporate Secretary [],PTBA,"PTBA mengumumkan perubahan corporate secretary efektif pada tanggal tertentu, dengan pejabat baru dan pejabat lama tertentu."
"01 Sep 2025
					15:12:54",Perubahan Komite Audit [],PTBA,"PTBA mengumumkan perubahan komite audit efektif pada tanggal tertentu, dengan pergantian salah satu anggota."
"03 Sep 2025
					17:20:21",Perubahan Internal Audit [],PTBA,"PTBA mengumumkan perubahan internal audit efektif pada tanggal tertentu, dengan pejabat baru bertindak sebagai pelaksana harian dan pejabat lama sebelumnya."
"08 Sep 2025
					13:39:57",Penyampaian Materi Public Expose - Tahunan [],PTBA,PTBA menyampaikan materi public expose tahunan sebagai lampiran.
"10 Sep 2025
					09:08:00",Laporan Bulanan Registrasi Pemegang Efek [],PTBA,"PTBA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 11.520.659.250, free float 32,76%, jumlah pemegang saham 142.910."
"15 Sep 2025
					15:11:56",Laporan Hasil Public Expose - Tahunan [],PTBA,PTBA menyampaikan hasil public expose tahunan yang dihadiri 73 peserta di luar manajemen dan karyawan.
"10 Sep 2025
					16:42:07",Laporan Bulanan Registrasi Pemegang Efek [],SCMA,"SCMA menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 73.970.569.505, free float 13,82%, jumlah pemegang saham 32.363"
"04 Sep 2025
					14:51:10",Rencana Penyelenggaraan Public Expose - Tahunan (KOREKSI) [],SMGR,"SMGR mengoreksi rencana public expose tahunan untuk tahun buku tertentu, yang akan dilaksanakan pada tanggal tertentu secara daring dengan agenda pemaparan kinerja dan konferensi pers."
"08 Sep 2025
					16:01:35",Laporan Bulanan Registrasi Pemegang Efek [],SMGR,"SMGR menyampaikan laporan bulanan registrasi pemegang efek dengan total saham 6.751.540.089, free float 48,53%, jumlah pemegang saham 41.040."
"09 Sep 2025
					19:38:18",Penyampaian Materi Public Expose - Tahunan [],SMGR,SMGR menyampaikan materi Public Expose Tahunan sebagai tindak lanjut rencana penyelenggaraan.
"11 Sep 2025
					15:32:18",Penyampaian Materi Public Expose - Tahunan (KOREKSI) [],SMGR,SMGR mengoreksi surat sebelumnya terkait penyampaian materi Public Expose Tahunan.
"17 Sep 2025
					10:44:50",Laporan Hasil Public Expose - Tahunan [],SMGR,SMGR melaporkan hasil Public Expose Tahunan dengan 100 peserta hadir di luar manajemen dan karyawan perseroan.
"08 Sep 2025
					17:35:32",Laporan Bulanan Registrasi Pemegang Efek [],SMRA,"SMRA melaporkan registrasi pemegang efek bulanan: total saham tercatat 16.508.568.358 lembar, pengendali 5.894.627.316 lembar (35,71%), non-pengendali 10.613.941.042 lembar (64,29%), free float 7.842.930.610 lembar (47,51%), dan jumlah pemegang saham turun 1.140 menjadi 35.515."
"09 Sep 2025
					08:46:41",Laporan Transaksi Afiliasi [],SMRA,"SMRA melaporkan transaksi afiliasi berupa pengurangan modal oleh SMRA pada perusahaan terkendali lainnya. Dampak terhadap operasional, hukum, keuangan, dan kelangsungan usaha dinyatakan tidak ada."
"09 Sep 2025
					19:24:04",Penyampaian Laporan Keuangan Interim Auditan [],SMRA,"SMRA menyampaikan laporan keuangan interim auditan periode enam bulan dengan total aset Rp35,38 triliun, liabilitas Rp20,63 triliun, pendapatan Rp4,58 triliun, laba Rp698,34 miliar, dan kas Rp3,74 triliun."
"10 Sep 2025
					16:17:26",Penyampaian Bukti Iklan Informasi Laporan Keuangan Interim [],SMRA,"SMRA menyampaikan bukti iklan informasi laporan keuangan interim yang dimuat di 3 situs web, tanpa angka finansial tambahan."
"16 Sep 2025
					10:13:30",Penyampaian Laporan Keuangan Interim (KOREKSI) [],SMRA,"SMRA menyampaikan laporan keuangan interim koreksi periode enam bulan dengan total aset Rp35,38 triliun, total liabilitas Rp20,63 triliun, pendapatan Rp4,58 triliun, laba Rp698,34 miliar, dan kas Rp3,74 triliun."
"18 Sep 2025
					13:48:00",Laporan Transaksi Afiliasi [],SMRA,"SMRA melaporkan transaksi afiliasi berupa pengurangan modal oleh perusahaan terkendali SMRA pada perusahaan terkendali SMRA lainnya. Dampak terhadap operasional, hukum, keuangan, dan kelangsungan usaha dinyatakan tidak ada."
"03 Sep 2025
					13:48:46",Penundaan Rapat Umum Pemegang Saham Luar Biasa [],TLKM,"TLKM mengumumkan penundaan RUPS Luar Biasa sampai pemberitahuan lebih lanjut, dengan agenda tunggal perubahan pengurus perseroan."
"03 Sep 2025
					14:06:48",Penundaan Pelaksanaan Rapat Umum Pemegang Saham Luar Biasa Perseroan Tahun 2025 [],TLKM,"TLKM menyampaikan penundaan pelaksanaan RUPSLB dan akan menjadwalkan ulang, tanpa dampak material terhadap perseroan."
"03 Sep 2025
					17:33:04",Penerbitan SKS Pengganti Karena Hilang PT Telkom Indonesia (Persero) Tbk [],TLKM,IDX mengumumkan penerbitan SKS pengganti karena hilang untuk TLKM.
"04 Sep 2025
					14:22:01",Perubahan Jadwal Rapat Umum Pemegang Saham Luar Biasa [],TLKM,TLKM mengumumkan perubahan jadwal RUPSLB menjadi pukul 11:00 dengan agenda perubahan pengurus.
"05 Sep 2025
					13:40:57",Pengunduran Diri Anggota Direksi PT Telkom Indonesia (Persero) Tbk. [],TLKM,TLKM menerima pengunduran diri seorang direktur dan menyatakan tidak ada dampak material terhadap kelangsungan usaha maupun operasional perseroan.
"08 Sep 2025
					17:38:27",Laporan Bulanan Registrasi Pemegang Efek [],TLKM,"TLKM melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 99.062.216.600 lembar, free float 46.766.978.105 lembar (47,21%), dan jumlah pemegang saham turun 25.487 menjadi 183.889."
"09 Sep 2025
					18:42:48",Rencana Penyelenggaraan Public Expose - Tahunan [],TLKM,TLKM melaporkan rencana Public Expose Tahunan dengan agenda Public Expose Tahunan
"09 Sep 2025
					20:54:43",Penyampaian Materi Public Expose - Tahunan [],TLKM,TLKM menyampaikan materi Public Expose Tahunan sebagai tindak lanjut rencana penyelenggaraan.
"15 Sep 2025
					20:00:40",Perubahan Jadwal Rapat Umum Pemegang Saham Luar Biasa [],TLKM,TLKM mengumumkan perubahan jadwal RUPSLB menjadi pukul 15:00 dengan agenda perubahan pengurus perseroan.
"16 Sep 2025
					09:46:47",Laporan Hasil Public Expose - Tahunan [],TLKM,TLKM menyampaikan hasil Public Expose Tahunan dengan 111 peserta hadir di luar manajemen dan karyawan.
"17 Sep 2025
					19:57:54",PENGUMUMAN RINGKASAN RISALAH RAPAT UMUM PEMEGANG SAHAM LUAR BIASA PT TELKOM INDONESIA (PERSERO) Tbk [],TLKM,"TLKM mengumumkan ringkasan risalah RUPSLB periode terkait, dengan dampak material tidak dirinci"
"18 Sep 2025
					14:45:58",Ringkasan Risalah Rapat Umum Para Pemegang Saham Luar Biasa [],TLKM,"TLKM menyampaikan ringkasan risalah RUPSLB dengan kuorum kehadiran 80.852.605.434 saham atau 81,6195%, agenda perubahan pengurus, dan hasil rapat menyetujui perubahan tersebut."
"18 Sep 2025
					15:07:46",Perubahan Pengurus [],TLKM,"TLKM mengumumkan perubahan susunan pengurus, mencakup pergantian beberapa direktur dan komisaris, dengan tanggal pengangkatan yang berbeda."
"25 Sep 2025
					18:49:06",Perubahan Komite Audit [],TLKM,"TLKM mengumumkan perubahan komite audit yang efektif pada periode terkait, dengan susunan baru pada posisi ketua dan anggota."
"02 Sep 2025
					14:03:36",Penandatangan Perjanjian Kredit antara Protelindo dan Iforte dengan PT Bank CIMB Niaga Tbk [],TOWR,"TOWR melaporkan penandatanganan perjanjian kredit oleh entitas anaknya dengan bank senilai Rp1.500.000.000.000, berjangka 36 bulan, yang merupakan transaksi afiliasi namun tidak berdampak negatif material."
"02 Sep 2025
					20:26:59",Penyampaian Materi Public Expose - Tahunan [],TOWR,"TOWR menyampaikan materi Public Expose Tahunan sebagai tindak lanjut rencana penyelenggaraan, dengan lampiran materi presentasi."
"04 Sep 2025
					15:35:28",Keterbukaan Informasi Pembelian Kembali Saham dalam Kondisi Pasar yang Berfluktuasi secara Signifikan [],TOWR,"TOWR mengungkapkan rencana pembelian kembali saham dalam kondisi pasar berfluktuasi signifikan, dan menyatakan tidak ada dampak material terhadap operasional, hukum, keuangan, atau kelangsungan usaha."
"07 Sep 2025
					12:31:29",Laporan Bulanan Registrasi Pemegang Efek [],TOWR,"TOWR melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 59.098.103.731 lembar, free float 19.303.839.804 lembar (32,66%), dan jumlah pemegang saham turun 32 menjadi 31.027."
"11 Sep 2025
					15:40:53",Penandatangan Perjanjian Kredit antara Protelindo dan Iforte dengan PT Bank China Construction Bank Indonesia Tbk [],TOWR,"TOWR melaporkan penandatanganan perjanjian kredit oleh entitas anaknya dengan bank senilai Rp500.000.000.000, berjangka 60 bulan, dan tidak berdampak negatif material terhadap perseroan."
"11 Sep 2025
					16:39:14",Laporan Hasil Public Expose - Tahunan [],TOWR,TOWR menyampaikan hasil Public Expose Tahunan dengan 108 peserta hadir di luar manajemen dan karyawan.
"02 Sep 2025
					20:35:00",Penyampaian Materi Public Expose - Tahunan [],UNTR,"UNTR menyampaikan materi Public Expose Tahunan sebagai tindak lanjut rencana penyelenggaraan, dengan lampiran materi presentasi."
"04 Sep 2025
					18:29:06",Laporan Bulanan Registrasi Pemegang Efek [],UNTR,"UNTR melaporkan registrasi pemegang efek bulanan dengan total saham tercatat 3.730.135.136 lembar, pengendali 59,5%, free float 1.310.822.006 lembar (35,16%), dan jumlah pemegang saham turun 4.786 menjadi 39.665."
"09 Sep 2025
					14:46:50",Penjelasan atas Pemberitaan Media Massa [],UNTR,"UNTR memberikan penjelasan atas pemberitaan media terkait isu divestasi aset tambang, merespons permintaan penjelasan bursa."
"11 Sep 2025
					13:34:47",Laporan Hasil Public Expose - Tahunan [],UNTR,UNTR menyampaikan hasil Public Expose Tahunan dengan 132 peserta hadir di luar manajemen dan karyawan.
"15 Sep 2025
					06:26:44",Perjanjian Jual Beli Bersyarat [],UNTR,"UNTR melaporkan penandatanganan perjanjian jual beli bersyarat, dengan rincian dan dampak terlampir."
"23 Sep 2025
					06:23:23",Likuidasi dari PT Tambang Karya Supra [],UNTR,"UNTR melaporkan likuidasi entitas anak, dengan rincian dan dampak terlampir."
"29 Sep 2025
					07:55:24",Pembagian dividen interim [],UNTR,"UNTR mengumumkan dividen interim dengan total nilai IDR 2.059.235.780.112 atau IDR 567 per saham, didasari laba bersih IDR 8.130.057.000.000 dan saldo laba ditahan IDR 80.704.763.000.000."
"29 Sep 2025
					07:55:42",Jadwal Dividen Tunai Interim [],UNTR,UNTR merinci jadwal dan ketentuan dividen tunai interim dengan total IDR 2.059.235.780.112 dan IDR 567 per saham.
